# temperature,mean,std
2.500000000000000000e+02 1.840221405458089432e+00 1.557394359136349271e-01
2.600000000000000000e+02 1.819957615984405530e+00 1.702506789796043030e-01
2.700000000000000000e+02 1.785429341130604142e+00 3.114581231265532435e-01
2.800000000000000000e+02 1.760911033138401471e+00 3.738136780758945510e-01
2.900000000000000000e+02 1.736390027397260338e+00 3.490072948725704283e-01
3.000000000000000000e+02 1.846483150684931518e+00 3.935399298008554481e-01
3.100000000000000000e+02 1.652308773694390887e+00 4.908236316303934976e-01
3.200000000000000000e+02 1.605789177949709989e+00 4.988418316396344143e-01
3.300000000000000000e+02 1.372541924418604564e+00 5.253044745061904441e-01
3.400000000000000000e+02 1.640865613152804769e+00 4.863435331828548369e-01
